tienda,ventas_totales
Sloan-Gaines,7381.72
"Zamora, Taylor and Carrillo",7381.04
Campbell-Miller,7379.72
"Woodward, Richardson and Russell",7378.65
"Pham, Anthony and Weaver",7378.5
Sullivan Group,7377.48
Johnson-Taylor,7377.04
Carney LLC,7375.2
Clements Group,7373.55
Herrera-Gardner,7370.76
Ferguson-Garcia,7369.12
"Taylor, Gallagher and Schmidt",7368.08
Williams-Everett,7366.92
"Clark, Gonzales and Williams",7366.05
Ryan and Sons,7363.6
"Campbell, Miller and Smith",7360.299999999999
Simmons-Douglas,7360.16
Garcia-Lawson,7357.6
"Hernandez, Sanders and Williams",7355.8
Thomas-Harrison,7354.4
Lawson-Lee,7345.6
Stone LLC,7341.73
Ferguson LLC,7341.57
Morgan-Lopez,7340.599999999999
Brown-Young,7339.15
"Phillips, Hernandez and Wright",7337.95
"Best, Abbott and Hays",7335.76
"Anderson, Lopez and Davidson",7334.16
"Jones, Hickman and Crawford",7326.16
"Brown, Price and Flores",7324.16
"Vega, Jimenez and Aguilar",7314.700000000001
Silva-Torres,7308.48
Robinson-Fry,7303.24
Moyer-Johnson,7302.9
"Miller, Lopez and Larson",7302.7
Henry Ltd,7300.1
Jensen Group,7298.219999999999
"Wilson, Young and Thornton",7293.200000000001
"Shepherd, Blair and Blevins",7293.099999999999
Wilson and Sons,7292.79
Trevino-Clark,7291.950000000001
Wolfe-Lopez,7289.6
"Cross, Brooks and Sullivan",7283.7
Dunn-Wilson,7283.65
Schultz-Winters,7282.36
Allen-Hernandez,7279.8
"Rodriguez, Reyes and Gonzalez",7276.24
"Rios, Douglas and Erickson",7275.349999999999
"Robinson, Robbins and King",7271.05
Armstrong and Sons,7269.9
Horton-Copeland,7267.45
Mckinney-Roberts,7262.28
Johnston Ltd,7262.05
"Torres, Tucker and Olson",7258.52
Bonilla LLC,7256.4
Simpson-Warren,7256.35
"Dalton, Adkins and Jones",7237.28
"Nelson, Barker and Hernandez",7230.08
"Wyatt, Berry and Rodriguez",7229.0
"Gentry, Mcmahon and Bailey",7223.92
Russell-Arnold,7223.85
"Roberts, Moore and Stephenson",7223.65
Morris-Hall,7222.24
Bennett-Charles,7221.8
Rios Inc,7219.0
"Brown, Beard and Butler",7218.84
Mccullough-Johnson,7216.16
Chan PLC,7215.85
Taylor-Jacobson,7214.9
Ray LLC,7214.66
Ortiz-Goodwin,7213.72
Kaiser and Sons,7210.75
Wagner-Evans,7209.56
Keller LLC,7198.6
Jenkins-Duarte,7198.56
Coleman-Reese,7198.24
Brewer-Massey,7197.95
Riley Inc,7197.04
"Willis, Monroe and Coffey",7196.04
"Banks, Patterson and Martinez",7191.45
Sims-Kirby,7190.75
Campbell LLC,7190.52
Cowan PLC,7189.700000000001
"Thompson, Sullivan and Munoz",7189.0
"Stevens, Hudson and Silva",7188.150000000001
"Williams, Ward and Harvey",7187.56
"Davis, Stanton and Reid",7186.92
"Griffin, Brown and Anderson",7186.15
"Miller, Schultz and Adams",7182.52
Mills LLC,7181.25
Lamb and Sons,7179.2
Reed Ltd,7178.68
"Taylor, Rogers and Holt",7174.049999999999
Page-Thompson,7171.2
Collins PLC,7168.849999999999
"Davenport, Price and Mosley",7168.0
Hart-Perry,7165.24
Armstrong-Carroll,7162.08
"Gardner, James and Rodriguez",7155.88
Abbott PLC,7155.5
"Cook, Holmes and Beck",7154.6
Mendoza LLC,7154.0
"Martinez, Kerr and Turner",7150.6
"Branch, Johnson and Frye",7146.12
"Gonzalez, Williams and Mcknight",7144.88
"Vazquez, Roy and Sharp",7140.52
Buckley-Shepherd,7140.299999999999
Lawrence Group,7139.72
Hunt-Crawford,7138.0
Myers-Morris,7136.799999999999
Garcia-Gordon,7133.28
Mays-Hicks,7132.6
Hickman-Miller,7131.52
Johnson-Wagner,7130.36
Parks and Sons,7129.44
Ross-Newman,7125.24
Wells and Sons,7123.96
Ortega-Neal,7122.64
"Meyers, Olson and Bradley",7111.45
Edwards-Johnson,7107.0
Osborn Inc,7106.92
"Moore, Valdez and Fleming",7106.5
Baker and Sons,7102.639999999999
"Valencia, Smith and Le",7100.52
Allen Inc,7100.129999999999
Hays PLC,7099.2
"Myers, Norris and Leonard",7092.24
"James, Williams and Smith",7091.56
Huang Ltd,7088.049999999999
Smith-Terry,7086.900000000001
"Mills, Meyer and Brooks",7085.68
Sanchez LLC,7082.42
"Hawkins, Green and Smith",7079.0
Walton-Sweeney,7078.08
Richardson PLC,7076.87
"Jacobs, Garcia and Miles",7070.6
"Barrett, Williams and Johnson",7065.8
Hancock Group,7064.099999999999
Rubio PLC,7060.2
Smith-Lawrence,7053.25
"Hayes, Perkins and Harris",7051.08
Butler-Davis,7048.710000000001
"Smith, Morales and Whitaker",7045.56
Barnett Ltd,7043.8
Moran Group,7036.75
Harding-Cisneros,7034.68
"Glover, Espinoza and Chambers",7034.349999999999
Villarreal and Sons,7032.009999999999
"Gomez, Allen and Bush",7027.95
Tapia-Walton,7018.76
Fletcher-Parker,7018.24
"Lawrence, Roberts and Richardson",7016.92
"Daniels, Vance and York",7014.12
"Larson, Thomas and Bryant",7013.5
Campbell PLC,7008.900000000001
Willis and Sons,7006.56
"Case, Taylor and Kerr",7000.36
Burnett-Foster,6997.5
Smith-Freeman,6996.08
Wade and Sons,6996.05
Alvarado LLC,6992.219999999999
"Bailey, Williamson and Powell",6989.32
Rodriguez-Gregory,6983.68
Blake Group,6983.04
Ortiz-Holder,6979.5
Castillo-Dawson,6975.72
"Kelly, Frye and Gordon",6974.72
"Arnold, Macias and Powell",6973.08
Dillon Group,6967.28
"Warner, Weiss and Davis",6966.48
Mcclure-Alvarez,6965.8
"Chen, Montgomery and Maynard",6961.35
Conley and Sons,6960.56
Patrick-Joyce,6960.52
"Yates, Houston and Gonzalez",6957.799999999999
"Horton, Adams and Smith",6952.92
"Adams, White and Park",6949.04
Ellis-Bell,6948.6
Johnson-Green,6948.24
Maxwell Ltd,6947.99
Glenn-Young,6946.6
"Ryan, Smith and Bowen",6943.3
Arnold-Lopez,6942.35
"Allen, Hudson and Garcia",6941.08
Cox Ltd,6936.03
Gill-Sanders,6934.700000000001
"Sherman, Huff and Pollard",6932.84
Massey Group,6932.72
Lawrence Inc,6928.799999999999
Evans PLC,6920.620000000001
Rhodes-Raymond,6916.5
Ayala Inc,6915.0
"Rowe, Stanley and Fernandez",6914.04
"Gutierrez, Sweeney and King",6908.8
Spears LLC,6901.2
Gross-Haynes,6898.8
"Rodriguez, Brown and Mcneil",6896.7
"Johnson, Butler and Fleming",6895.549999999999
Mcmahon PLC,6893.040000000001
"Rodriguez, Smith and Edwards",6891.05
Young-Hanson,6890.56
"Wheeler, Riggs and Griffin",6889.5
"Bradley, Gonzalez and Williams",6889.0
Frye-Miranda,6888.76
Wallace PLC,6887.65
"Green, Watson and Brady",6883.35
Cortez Group,6882.88
Braun-Gordon,6876.6
"Preston, Watts and Sexton",6875.16
"Jackson, Coleman and Andrade",6872.0
"Murphy, Mcdowell and Roman",6869.44
"Todd, Smith and Valdez",6865.299999999999
Singleton-Mercer,6863.96
"Dunn, Ruiz and Medina",6863.5
Hensley-Flores,6862.6
Williams-Walker,6852.65
"Preston, Davenport and Crane",6852.08
Berg-Keller,6851.4
Jones-Boyer,6849.700000000001
"Spencer, Roberts and Freeman",6846.6
Preston-Wright,6839.48
Dudley PLC,6826.68
Meyer-Acosta,6824.6
Jensen-Patterson,6819.650000000001
"Brown, Bates and Anderson",6816.599999999999
"Wilkins, Cruz and Perez",6814.650000000001
Weber Inc,6812.099999999999
Mccoy-Lambert,6811.44
Yates-Smith,6808.96
Coleman and Sons,6808.8
"Villanueva, Figueroa and Cox",6807.52
"Braun, Campbell and Davis",6802.9
Cooper-Howard,6802.76
Murphy-Suarez,6798.04
Anderson-Brown,6796.58
"Ramirez, Lee and Lawson",6791.72
Mcdowell-Wilkins,6789.88
Baker LLC,6788.0
"Daniels, Snyder and Mays",6783.65
Patterson PLC,6781.780000000001
Woods-Ryan,6781.3
Romero-Snyder,6775.45
Garcia-Knapp,6772.25
Clark-Johnston,6768.52
Thomas-Jensen,6766.05
Saunders-Hernandez,6764.8
Sims-Anderson,6764.400000000001
Jones-Beck,6761.65
Jackson-Hodge,6758.450000000001
Briggs-Woods,6752.9
"Hines, Howard and Greene",6746.45
"Shannon, Elliott and Stephens",6741.65
"Maddox, Perez and Watkins",6740.16
Scott-Lopez,6739.450000000001
Hardy Group,6738.96
Ruiz PLC,6738.7300000000005
Hunt-Ewing,6737.56
Nelson and Sons,6732.09
"Bailey, Wright and Jones",6729.700000000001
"Goodman, Castro and Cameron",6721.96
Clay-Patterson,6718.52
Bishop Inc,6716.65
Landry-Gomez,6715.36
Hatfield and Sons,6713.56
"Davis, Fleming and Hess",6713.049999999999
"Smith, Robertson and Allen",6712.0
"Roach, Crane and Deleon",6711.64
Fowler-Sheppard,6711.56
"Perry, Norman and Garcia",6709.2
Lara-Cuevas,6707.55
Cain Inc,6706.549999999999
Miller-Nelson,6706.44
Hall Inc,6706.34
Harrington-Alvarez,6703.84
Green and Sons,6703.8
Ellis Ltd,6703.65
"Ayala, Brown and Hughes",6703.25
"Alvarez, Weber and Atkins",6700.48
Gonzalez-Burns,6698.200000000001
Anderson-Allen,6694.52
Patrick LLC,6692.76
"Skinner, Velasquez and Mcdonald",6692.2
"Brooks, Rose and Montgomery",6690.4
"Fuller, Cruz and Smith",6690.16
"Johnson, Maynard and Wu",6685.700000000001
Wolf PLC,6685.25
"Pearson, Tyler and Montgomery",6684.85
"Palmer, Lawson and Ashley",6683.5
Mason LLC,6681.75
Bates PLC,6681.549999999999
"Gross, Lucero and Walters",6679.44
"Torres, Olsen and Martinez",6679.4
"Wilson, Hawkins and Gonzales",6677.84
Dominguez-Donovan,6675.04
Diaz Ltd,6670.52
Gutierrez-Cook,6669.95
Spencer LLC,6668.09
"Boyd, Ellis and Maynard",6662.200000000001
Bell Ltd,6658.3
Brock-Taylor,6657.3
"Schroeder, Brown and Stokes",6652.6
Johnson-Elliott,6647.48
Watkins Ltd,6639.049999999999
Ramsey-Hill,6635.599999999999
Acosta-Hall,6634.2
Rangel Group,6633.04
Houston-Carroll,6627.65
"Mcgee, Ferrell and Sullivan",6625.700000000001
"Howard, Spears and Shea",6623.64
Watkins-Miller,6614.0
Benson-Hernandez,6613.049999999999
Fields PLC,6612.52
Foster Inc,6611.599999999999
Morgan LLC,6611.21
Boyd-Wood,6609.16
"Obrien, Williams and Mcgrath",6609.16
Smith-Clark,6604.84
"Herrera, Smith and Gallagher",6603.95
"Casey, Nguyen and Ramirez",6598.5
Morris and Sons,6594.789999999999
Pittman-Nolan,6589.349999999999
"Weaver, King and Mcguire",6589.16
Mccarthy-Franklin,6583.85
Williams-Villarreal,6580.2
"Davis, Graham and Baldwin",6578.099999999999
Banks-Carter,6575.92
Ellis-Hernandez,6574.84
"Pierce, Price and Carter",6572.75
"Jones, Oneill and Adams",6572.6
"Cross, Aguilar and Torres",6556.48
Santana Inc,6551.5
"Ellis, Holmes and Lawrence",6546.6
Vazquez and Sons,6543.7
"Smith, Rowland and Burton",6541.04
Hernandez-Martin,6540.05
"Bates, Kelly and Bradford",6536.84
"Short, Lewis and Booker",6535.88
Anderson-Neal,6527.55
Rowe-Williams,6523.92
Howell and Sons,6518.400000000001
"Lawson, Frazier and Burns",6517.36
Ruiz LLC,6509.28
"Yang, Barnes and Morris",6507.8
Lane Ltd,6503.85
Mercado-Lewis,6502.05
Martinez Ltd,6501.750000000001
"Ramsey, Johnson and Black",6495.25
Harvey and Sons,6494.24
Murphy LLC,6492.01
Ramos-Perez,6489.68
"Edwards, Bartlett and Shea",6484.24
"Bell, Burnett and Gonzales",6483.2
"Willis, Garcia and Schaefer",6481.849999999999
"Griffin, Rowland and Craig",6479.450000000001
Kim Inc,6478.32
Sharp Ltd,6474.25
Robinson-Reid,6470.2
"Allen, Taylor and Nash",6469.349999999999
Bailey-Campbell,6468.24
"Perez, Sandoval and Durham",6468.0
Phillips Inc,6465.0
Mccoy-White,6458.6
Rich and Sons,6457.68
Mccormick Ltd,6457.0
"Jones, Edwards and Small",6452.44
Hunter-Walker,6451.28
Robertson-Doyle,6451.2
Carey-Harris,6450.85
Love and Sons,6443.400000000001
Holland-Love,6442.84
Le Group,6441.799999999999
Hickman-Patterson,6441.56
"Newman, Jenkins and Cooper",6441.24
"Coleman, Willis and Robertson",6440.349999999999
Parsons-Esparza,6436.68
Welch-Morgan,6426.849999999999
"Crawford, Avila and Howard",6423.12
"Brooks, Rodriguez and Prince",6406.28
Mclaughlin and Sons,6406.0
Jenkins-Mccall,6404.9
Mckee-Paul,6404.16
Braun-Sanders,6399.85
Taylor PLC,6394.68
Lopez-Garcia,6394.5
Norton and Sons,6392.46
Gutierrez Group,6389.8
Patterson-Chang,6387.56
Melendez Ltd,6386.72
Ortiz Inc,6386.24
Peters-Wheeler,6381.7
Marsh-Allen,6380.6
Diaz LLC,6380.32
Williams-Gray,6379.92
Pena Ltd,6377.72
Jones-Velazquez,6376.36
Neal Ltd,6370.300000000001
Fitzgerald-Edwards,6370.2
"Hall, Brooks and Case",6368.3
Richardson Inc,6366.36
"Berry, Walsh and Ward",6362.92
"Ortiz, Potter and Barnes",6361.65
Murphy Ltd,6361.07
Ochoa Inc,6360.72
Osborne-Rodriguez,6355.1
Hoffman-Mcdonald,6352.92
"Guerra, Johnson and Moody",6352.45
Chavez-Yang,6351.24
Curry LLC,6346.56
Roach PLC,6346.4
Thompson-Ross,6340.549999999999
Miller Inc,6339.5
Sanchez and Sons,6339.34
Fisher and Sons,6335.1
"Franklin, Ware and Heath",6332.2
Moreno-Harrington,6326.84
Castillo-Carlson,6323.400000000001
Adkins-Meyer,6322.04
"Brewer, Estrada and Parker",6321.2
Hoffman-Mendoza,6318.16
"Blake, Stephenson and Walker",6317.64
"Nichols, Thompson and Moore",6317.4
"Adams, Frazier and Moran",6315.299999999999
"Jackson, Jackson and Lee",6307.799999999999
Faulkner-Morgan,6307.36
Richards PLC,6304.2
Burch-Ellis,6303.2
Brooks Ltd,6298.780000000001
"Carter, Daugherty and Schwartz",6297.96
George-Reed,6296.0
Rivas PLC,6292.6
Hammond-Strickland,6290.599999999999
Hudson-Sullivan,6288.12
"Lloyd, Gibson and Reid",6287.7
Obrien LLC,6284.5
Chavez Ltd,6283.22
Mcclure-Gray,6281.88
Weber-Brown,6278.92
"Trujillo, Trujillo and Buck",6277.72
Wilkerson Group,6273.9
Romero Ltd,6273.48
Shah LLC,6270.5
Espinoza-Stanley,6268.8
"Cantu, Wilson and Williams",6268.32
Nichols-Ray,6267.6
"Scott, Wall and Johnson",6266.32
"Ramirez, Davis and Parker",6263.25
Pittman PLC,6262.25
"Perry, Simon and Mejia",6255.28
Wu-Flores,6255.2
Carpenter-Wang,6255.15
Ortega-West,6252.32
Schmidt-Mcintyre,6250.4
Knight-Shields,6248.76
Floyd-Conway,6246.65
Atkins-Robinson,6238.72
Rodriguez-Wilson,6238.6
"Duffy, Spencer and Cooper",6237.3
"Ramos, Henderson and Schultz",6234.72
Mitchell-Morris,6230.5
Smith-Rivas,6230.16
Bowen PLC,6226.74
"Robles, Mclaughlin and Clark",6222.72
Tucker-Villanueva,6218.96
"Smith, Maynard and Ramirez",6214.56
"Mcdaniel, Bentley and Mclaughlin",6213.85
Conner LLC,6213.35
"Robinson, Larson and Henry",6213.2
Williams-Shannon,6211.32
"Rojas, Fleming and Campbell",6211.0
Jenkins PLC,6209.450000000001
Santiago-Cuevas,6203.4
"Ross, Taylor and Ferguson",6202.95
Kelly Inc,6201.61
Garcia-Hall,6200.15
Solomon-Barry,6193.5
Cole PLC,6191.67
Perez-Cardenas,6191.599999999999
"Choi, Osborne and Adams",6183.48
"Weaver, Maddox and Chase",6182.08
Yoder-Spencer,6181.64
Smith-Avila,6174.16
Rodriguez-Perez,6170.24
Todd Ltd,6169.950000000001
"Norton, Parsons and Lopez",6169.25
Vega-Wiley,6167.6
Farmer Group,6164.049999999999
"Spencer, Taylor and Banks",6163.72
"Jackson, Werner and Baldwin",6163.4
Campbell Group,6162.45
Underwood Ltd,6161.84
"Ferguson, Meadows and Vargas",6160.549999999999
Walton Ltd,6160.2
"Parker, Carney and Perez",6158.92
Perry-Nixon,6152.36
Newton-Smith,6150.84
Becker-Snyder,6148.75
Holmes PLC,6148.610000000001
Aguirre-Bennett,6144.6
Floyd Group,6143.04
"King, Johnson and Brady",6141.08
"Moreno, Hester and Mack",6141.0
Mitchell-Kim,6135.76
Jefferson-Martinez,6135.72
Perkins Inc,6134.35
Navarro Inc,6134.25
Smith-Martin,6134.15
Joseph-Richard,6130.52
"Johnson, Mathis and Chang",6126.24
"Juarez, Williams and Barrett",6126.0
Crawford and Sons,6120.82
"Wilson, Rice and Fleming",6116.2
Estrada Inc,6115.15
Davis-Richardson,6113.95
Haley-Baker,6112.6
Rodriguez-Moore,6112.24
Torres-Campos,6110.6
Reese-Underwood,6101.9400000000005
"Hubbard, Gardner and Morales",6100.88
"Scott, Moon and Smith",6095.36
Henry-Alvarez,6094.5
Higgins-Bradley,6093.72
"Williams, Cantrell and Allen",6089.28
"Gray, Johnson and Sanchez",6089.16
Carpenter Group,6086.64
Potts and Sons,6085.44
"Mcconnell, Pittman and Wright",6083.049999999999
Obrien-Barker,6081.950000000001
Curtis LLC,6079.25
Carlson and Sons,6078.719999999999
Cameron PLC,6073.55
Stewart-Reyes,6071.52
Long Ltd,6071.44
Cardenas-Barnes,6067.6
"Galloway, Carr and Cline",6064.8
Miller-Weeks,6064.650000000001
Lindsey PLC,6059.85
"Hines, Bradford and Jennings",6058.7
"Barnes, Newton and Moore",6051.7
Hayes-Vasquez,6050.64
Green Ltd,6048.83
Lee-Scott,6048.099999999999
"Walker, Murphy and Greene",6046.849999999999
Norman-George,6045.2
Taylor LLC,6043.82
Davies LLC,6042.65
"Jones, Martinez and Matthews",6041.24
"Foster, Brown and Monroe",6039.16
Adkins PLC,6034.66
Delgado-Mitchell,6033.92
Hoffman-Wheeler,6024.2
"Harris, Pruitt and Clements",6023.8
Bentley Group,6023.7
Sullivan-Evans,6022.24
"Kennedy, Johnson and Lucas",6016.2
Hensley Inc,6013.8
"Thornton, Walsh and Preston",6010.15
"Reese, Cruz and Adams",6007.64
Williams-Barnett,5999.16
Mckenzie Group,5999.16
Lee-Fuentes,5997.32
"Lyons, Sullivan and Long",5995.68
Miller Group,5992.710000000001
"Evans, Taylor and Washington",5992.049999999999
Murphy-Hicks,5988.8
Skinner PLC,5985.349999999999
Mcdonald-Mason,5983.86
"Warren, Reyes and Willis",5982.150000000001
"Ray, Ferrell and Levy",5980.5
Morton-Huffman,5979.700000000001
Spence Ltd,5978.700000000001
Rose Inc,5976.04
Mahoney-Larson,5975.22
Jordan PLC,5973.3099999999995
Small Ltd,5972.04
"Ramos, Moore and Lawrence",5971.28
"Padilla, Wells and Clements",5968.08
"Gibson, Garcia and Anderson",5965.74
"Mcneil, Williams and Dean",5963.12
Rivers Ltd,5962.92
Hayes-Russo,5961.450000000001
Oconnor-Atkinson,5961.21
Perry LLC,5960.12
Sutton Ltd,5959.12
Weeks LLC,5955.24
Lin-Mendez,5955.2
"Frank, Moore and Blackwell",5951.65
Perez-Gilbert,5951.46
"Smith, Carrillo and Little",5949.48
Hunt-Brown,5948.65
Chapman Group,5948.22
Wright-Andrade,5948.1
"Shaffer, Contreras and Christian",5947.6
"Williams, Love and Mendez",5945.4
Dunlap Group,5944.35
Watson Group,5942.1
"Young, Hughes and Lane",5941.549999999999
Bell Inc,5941.43
"Holmes, Fox and Romero",5940.75
"Bowers, Olson and Wood",5938.0199999999995
Stark PLC,5935.950000000001
"Acosta, Rivas and Murphy",5933.52
Kramer-Fisher,5932.2
Davis-Walton,5931.599999999999
Snyder-Watkins,5929.53
Henderson-Morales,5929.0
Lee-Nelson,5928.9
Pope Group,5923.96
"Stewart, Robinson and White",5923.26
Jackson-Thompson,5922.36
Murphy-Miller,5921.44
Kennedy-Woods,5918.9400000000005
"Wong, Hamilton and Harrington",5916.52
White-Shaffer,5915.4
"Harmon, Payne and Alvarez",5907.4
King PLC,5904.700000000001
Chambers-Gilmore,5901.57
"Evans, Brown and Hurst",5901.450000000001
"Wiggins, Gates and Solis",5900.900000000001
Valencia Ltd,5900.650000000001
Russell LLC,5895.28
Cooper and Sons,5894.83
Jordan-Smith,5890.52
"Ponce, Sanchez and Estrada",5890.36
"Jones, Mendoza and Ramos",5889.6900000000005
Olsen-Adams,5886.7
"Carey, Lee and Combs",5885.72
Johnson-Howard,5883.6900000000005
Williams-Carter,5879.34
Hart Ltd,5878.85
"Davis, Shaw and Hill",5878.44
Williams-Bautista,5877.24
"Yates, Lane and Norman",5875.68
Brown-Garcia,5872.0
"Payne, Long and Morris",5870.700000000001
"Mcdonald, Reid and Saunders",5867.9400000000005
"Richards, Stephenson and Blake",5866.4
"Bell, Shelton and Petty",5864.3099999999995
Khan Ltd,5863.65
Banks LLC,5862.96
"Alvarado, Salas and Moore",5859.85
"Clay, Graham and Kirk",5857.6
"Ferguson, Gibson and Mullins",5855.85
Ortiz-Mayer,5854.92
Yates PLC,5854.5
"Roberts, Hatfield and Russo",5851.7
Schmidt-Preston,5849.700000000001
Moody-Crawford,5849.52
Wilkinson Group,5847.35
Morris-Taylor,5846.2
Gibson-Richmond,5840.1
Cunningham-Martin,5840.07
"Moore, Davis and Rodriguez",5837.35
"Norton, Gardner and Edwards",5835.6
Pierce Group,5834.15
Lamb-Browning,5833.7
Mann PLC,5831.88
Davidson Ltd,5826.48
"Trevino, Henderson and Gonzalez",5826.44
Waters PLC,5826.39
"Holland, Davidson and Martinez",5823.84
Perkins and Sons,5822.9400000000005
"Johnson, Jones and Marshall",5822.88
"Cowan, Atkins and Jones",5822.16
"Dillon, Cisneros and Clark",5821.26
Huerta-Shannon,5820.84
Flores-Acosta,5818.200000000001
"Castaneda, Espinoza and Mcdonald",5817.56
Marquez-Fletcher,5817.03
Roberts and Sons,5816.88
"Wilson, Higgins and Graham",5812.25
Franklin LLC,5811.4
Patrick-Garza,5805.580000000001
Francis LLC,5805.42
Reynolds-Hernandez,5805.4
Thomas-Lewis,5804.96
Keith-Sanchez,5803.08
Brown-Matthews,5802.4
"Meyer, Mcbride and Smith",5802.21
Torres Ltd,5801.599999999999
"Banks, Sullivan and Lambert",5792.150000000001
Kennedy-Clark,5789.85
"Williams, Burns and Gould",5789.64
Little Ltd,5789.2
Jones-Hernandez,5787.99
"Macias, Porter and Morgan",5786.5199999999995
Hamilton-Wilson,5785.65
"Silva, Adams and Cameron",5785.299999999999
Aguilar and Sons,5784.59
"Grant, Clark and Green",5782.799999999999
"Watts, Bautista and Scott",5782.64
"Smith, Bowen and Lang",5782.08
Carroll and Sons,5779.89
Fisher-Allen,5778.2
Copeland and Sons,5777.44
Lamb-Simon,5775.92
"Woods, Davis and Simmons",5774.9400000000005
Castaneda and Sons,5774.299999999999
"Wood, Baker and Meadows",5772.7
Rhodes and Sons,5769.2699999999995
Monroe-Caldwell,5765.92
"Russell, Diaz and Osborne",5765.1
"Smith, Chambers and Rivera",5764.83
Payne-Le,5764.7699999999995
Clark-Quinn,5764.2300000000005
Peck-Porter,5764.04
Stevens-Roberson,5763.7
Davis-Smith,5762.68
Jackson-Becker,5759.549999999999
Clay Ltd,5759.549999999999
Chase LLC,5758.0199999999995
Flores-Brown,5757.75
Cantrell-Harris,5755.549999999999
Norris and Sons,5752.200000000001
"Barnes, Peterson and Castillo",5750.299999999999
Morrison-Sanders,5750.07
"Mckee, Hernandez and Barber",5749.62
Thomas-Bush,5746.71
"Edwards, Braun and Abbott",5746.0199999999995
"Dougherty, Blankenship and Davis",5743.12
"Hall, Fleming and Thompson",5742.68
Shaw Ltd,5740.29
Hunt Inc,5738.92
Bush-Tran,5738.099999999999
"Summers, Wheeler and Fernandez",5735.1900000000005
"Flores, Burnett and Anderson",5734.68
Taylor Group,5733.5
"Lowery, Jones and Petty",5733.450000000001
"Brown, White and Lee",5732.96
Moore LLC,5730.85
Taylor-Brown,5730.54
"Griffin, Cook and Steele",5730.36
Lopez Inc,5727.110000000001
Smith-Garner,5725.2
Mcdonald Ltd,5724.2
"Taylor, Mccoy and Hubbard",5723.75
"Fields, Gonzales and Lopez",5721.4
Dalton PLC,5715.96
Owen and Sons,5715.9
Walsh-Jennings,5714.5
Bradley-Todd,5714.34
"Hunter, Parks and Smith",5713.4400000000005
